,children,age,income,churn,contacts,yearly_equip_failure,techie,online_security,tenure,monthly_charge,bandwidth_gb_year
783,2,72,112245.07,1,0,1,0,0,5.84055678,192.470522,780.3612617
784,3,66,45427.24,0,1,1,0,0,2.968358466,114.950905,868.469474
785,0,45,59333.32,0,0,0,0,1,9.294088005,129.99153,1523.63262
786,4,50,49740.98,1,0,0,0,1,12.96208301,129.99153,1848.639719
787,0,65,15543.8,0,0,0,0,1,2.831804349,114.972827,335.9239723
788,0,70,31138.29,0,0,0,0,0,9.322934248,159.979358,1358.491904
789,0,47,6972.84,1,1,0,0,1,11.75027091,164.964681,1714.901159
790,4,39,54471.65,1,0,1,0,0,6.509951549,159.965581,1354.241904
791,2,84,1425.61,0,2,1,0,1,3.087125795,160.00128,513.2164776
792,0,83,29470.61,0,1,0,0,1,5.310878954,149.959755,639.7187297
793,1,31,5149.97,1,0,0,0,0,4.208227552,222.628057,1444.321124
794,0,62,57559.65,1,1,0,0,0,4.933319572,204.963371,854.4182496
795,3,85,14824.71,1,0,0,0,0,6.284107728,172.44408,829.2707102
796,2,40,74381.07,1,1,0,0,0,2.179548523,220.114868,1211.247766
797,4,67,62905.7,1,1,0,0,0,9.289517752,149.97755,1096.234525
798,1,33,4297.28,1,2,0,0,1,12.55438733,270.160419,2312.167935
799,2,77,36678.72,0,0,0,0,0,28.86969715,152.44408,3088.823891
800,2,20,20433.9,1,0,1,0,0,8.063547235,232.62403,1810.319743
801,4,75,17089.24,1,0,0,0,1,4.612099351,222.632554,1479.639912
802,10,24,27466.82,1,0,0,0,0,14.60526414,262.610632,2208.615485
803,0,73,29249.18,0,0,0,0,0,11.95255483,179.979358,1232.913132
804,2,63,50264.01,1,0,1,0,1,5.044076415,165.01134,928.4588213
805,3,67,10231.67,0,0,1,0,0,13.55218661,242.628057,1779.049529
806,0,44,51937.51,0,1,0,0,1,7.748288711,182.465269,1039.252532
807,3,52,6914.4,0,2,1,0,0,8.360649713,92.455141,1262.21298
808,1,61,35808.85,1,0,0,1,0,9.162445307,179.965581,993.6031859
809,0,41,43329.35,1,0,2,0,0,5.823321565,255.119794,1590.329883
810,1,49,25435.29,1,4,0,1,0,8.294910436,182.460772,1048.128938
811,1,45,33809.72,0,1,1,0,0,29.10639477,127.458638,2678.418264
812,1,39,98173.49,1,1,0,0,0,5.786960464,207.609354,993.8801154
813,0,52,6990.37,1,1,2,0,1,19.70266217,117.468591,2268.392356
814,2,42,29345.58,0,0,0,1,1,4.455386749,95.005709,610.2580075
815,0,29,21616.35,0,2,0,0,1,9.44860885,217.470195,1243.779967
816,1,52,29736.31,1,0,1,0,0,4.986528165,245.146969,1460.586413
817,2,80,10670.46,0,0,0,0,1,12.00858052,177.48762,1774.586726
818,0,83,15842.09,0,1,0,0,0,10.26390461,172.44408,1022.516053
819,2,73,41717.46,1,2,0,0,1,1.525343103,232.652038,805.1476345
820,0,34,29907.64,1,1,0,0,0,11.78880203,147.442069,1173.669727
821,4,82,12482.52,1,0,1,0,0,24.19132114,242.61428,2551.579661
822,9,23,12072.44,1,0,0,0,0,14.37727698,172.487091,2033.164639
823,3,64,47300.07,0,0,2,0,0,1.128335443,212.641455,1094.729266
824,2,47,42440.36,1,2,0,0,1,5.691421867,154.975543,1396.977223
825,3,37,35223.63,1,0,2,1,1,6.492246879,154.975543,1526.166139
826,0,84,87580.83,1,0,1,0,1,3.831221517,207.481057,767.1879493
827,2,45,24608.16,0,0,0,0,1,11.08306586,127.495766,1224.30253
828,1,20,32011.39,0,1,0,0,0,7.48578642,127.442069,1311.269805
829,1,56,78944.18,1,2,0,0,0,8.654535873,194.976769,1120.116258
830,4,80,21878.12,0,2,0,0,0,5.179004124,114.997564,623.8543707
831,1,76,29005.1,1,0,0,0,0,1.440416687,207.638588,635.4288732
832,1,79,14715.35,1,1,1,0,1,7.542749465,184.971516,943.6675679
833,1,18,3401.06,0,0,2,0,0,4.607336316,182.446995,766.7921091
834,1,19,45181.91,1,0,0,0,0,6.28842083,169.944668,958.0823564
835,0,47,51909.42,1,0,0,0,0,1.532973151,220.132293,720.5035962
836,0,56,20070.17,0,1,1,0,1,15.74763468,142.452604,2044.73861
837,10,19,23299.98,0,1,1,0,0,23.956929,129.994975,2653.32821
838,2,24,34292.78,0,2,0,0,1,9.073819276,139.979239,1214.758985
839,3,57,37119.33,0,0,0,0,0,4.310152224,157.483594,575.2472429
840,0,65,28056.39,1,2,0,0,0,19.76529476,200.118516,2441.022927
841,1,43,6169.09,0,1,0,0,1,17.71637154,149.959755,1732.013844
842,4,70,14219.58,1,0,1,0,0,17.37839741,182.460772,1815.9129
843,2,60,48525.16,1,1,0,1,0,5.130341596,212.641455,1404.974888
844,0,62,42076.21,0,3,1,0,1,6.588311936,149.977753,751.8733285
845,1,22,69595.62,0,2,2,0,1,4.222122394,129.976324,829.1270366
846,4,65,12476.49,0,2,1,0,1,10.81273093,152.466002,1277.906866
847,5,86,71049.68,1,1,0,0,1,1.078815111,142.482694,853.3942121
848,0,44,80844.48,1,1,0,0,1,7.161869147,132.479779,1371.738945
849,2,27,22864.34,0,0,1,0,0,4.313377262,149.984492,824.8053885
850,0,22,58126.33,1,1,0,0,0,11.38490458,240.114868,1549.466596
851,1,83,47218.76,1,2,1,0,0,26.01552533,230.105118,2601.095159
852,9,23,4064.62,1,0,0,0,0,4.784582646,129.994975,1038.488303
853,1,81,24829.93,1,1,0,0,0,5.110718131,159.980465,579.4447417
854,1,79,69238.83,0,3,0,0,1,8.802527803,117.468591,1317.520342
855,1,18,11969.69,1,2,0,0,1,4.667703398,247.664655,1621.139508
856,0,43,9124.29,1,3,1,1,1,7.455148937,184.993915,1116.825249
857,0,18,27405.08,0,2,3,0,0,4.475652318,162.467607,1233.62831
858,2,83,17280.24,1,1,0,0,1,17.28550612,277.651257,2195.914801
859,4,55,37330.86,0,0,0,0,1,2.284207057,172.455519,618.3644109
860,3,61,32389.5,0,2,2,0,1,5.028564472,149.959755,698.7845202
861,0,54,26728.25,0,4,1,0,0,11.09808176,172.456745,1541.269223
862,4,51,67100.14,1,0,0,1,0,2.010353461,169.992756,441.5863902
863,4,81,26763.52,1,1,0,0,0,5.240131023,172.440432,1221.696817
864,1,23,24147.42,0,0,1,0,1,3.414733275,194.988208,868.9523115
865,1,61,18653.61,1,1,0,0,1,1.901532614,235.141716,1215.412022
866,5,48,37922.51,1,1,0,0,0,5.541384803,242.61428,1212.756335
867,2,58,23330.47,1,1,0,1,1,5.62805389,117.51525,828.6984604
868,1,63,38378.12,0,2,0,0,0,8.791194482,127.458638,1040.933456
869,0,78,2978.04,0,2,0,0,0,3.11643578,179.947583,473.0515906
870,0,34,9441.99,1,3,1,0,0,2.086431077,139.934918,922.2958319
871,6,66,34901.12,0,2,0,0,0,12.84560044,92.488023,1266.982166
872,0,32,13359.18,1,1,1,0,0,2.704019894,117.472036,476.2957809
873,0,55,20761.43,1,0,0,0,1,1.656338685,187.481057,1097.557516
874,3,32,21486.46,1,1,0,0,1,14.89720747,225.145743,2539.76136
875,3,69,36233.87,1,2,1,0,0,8.735757967,159.965008,1068.543522
876,10,51,22120.88,1,1,0,0,1,1.161803984,255.141716,1004.100502
877,5,39,40725.32,1,2,0,0,1,13.76871228,184.993915,1801.182918
878,2,30,44831.61,0,2,0,0,0,18.66504433,149.984492,1990.914106
879,2,38,36574.2,1,1,0,0,1,13.01023159,182.465269,1469.359942
880,1,87,40921.71,0,1,2,0,0,5.803901847,129.948316,1041.301237
881,3,73,32746.0,1,0,0,0,0,5.295927221,152.47417,1109.108163
882,0,45,73919.79,0,1,1,0,1,2.463011656,207.49737,692.3788089
883,3,21,64292.47,1,0,0,1,1,14.04985628,154.991856,2072.078593
884,2,29,73331.45,0,1,0,0,1,4.849677072,137.468591,692.5685037
885,0,31,50561.44,0,1,1,0,1,9.595456517,207.481057,1366.210807
886,0,37,39478.06,0,0,1,1,0,15.16937697,137.439154,1476.963855
887,2,57,40460.35,1,0,0,0,0,9.195415365,252.62403,1321.204826
888,0,26,33602.96,0,0,0,0,0,13.04114417,194.999168,1557.923129
889,4,36,58590.12,1,1,1,1,1,1.79772408,152.509013,740.0368256
890,1,83,71916.6,0,0,1,0,0,6.471903209,137.439154,644.2789946
891,4,60,38692.31,1,2,0,0,1,9.923586914,267.664655,1640.006106
892,1,74,8882.51,0,3,0,0,0,5.36237356,157.469817,545.6211065
893,1,35,36384.62,0,1,0,0,1,3.317348927,154.975543,1258.06366
894,4,59,22107.4,0,2,0,0,0,10.79186592,117.439154,1582.783024
895,0,55,125002.34,0,0,0,0,0,3.505235526,182.476229,596.3449707
896,2,66,25472.79,0,1,0,0,1,11.7391369,142.485486,1335.902829
897,1,49,45020.08,0,0,0,0,1,13.00962018,162.452604,1460.632443
898,0,22,33543.36,0,0,1,1,0,4.709035899,144.960655,545.1832765
899,1,32,18555.15,0,0,0,0,0,1.611546284,129.994975,463.6509838
900,5,72,40108.38,1,1,0,0,0,11.55987401,129.962093,1766.074131
901,1,34,18762.01,1,0,1,0,1,5.261212465,212.655686,1101.650764
902,3,77,70372.16,0,0,0,0,0,15.806584,104.962874,1490.383762
903,1,27,6424.15,0,3,1,0,1,13.17849974,147.478341,1328.747604
904,0,48,67012.93,0,1,1,0,0,11.58317216,134.980139,1199.466728
905,2,67,34090.24,1,0,1,0,0,12.05713486,127.488728,1234.176575
906,0,59,46728.49,1,0,1,0,0,3.105139512,220.132293,809.979871
907,0,42,20841.67,0,2,1,1,0,9.137809439,184.967019,1196.870152
908,2,75,7862.38,0,1,1,0,0,7.176700824,124.964303,649.8383392
909,0,48,12000.1,1,1,1,1,0,6.991642782,182.467607,927.9297296
910,2,87,29812.92,0,0,0,0,1,9.637781398,162.500692,984.2036034
911,4,43,49710.21,1,1,0,0,0,2.368283285,172.470522,1148.280787
912,4,20,70419.88,0,2,0,1,1,9.651065829,212.669463,1719.483972
913,0,48,70133.7,1,2,0,0,1,8.730405893,257.63748,1880.78289
914,1,21,78537.66,1,0,0,0,0,4.173314039,222.628057,1560.361086
915,7,34,42917.45,0,3,0,0,1,15.42700763,152.479779,1930.805216
916,8,30,6300.17,0,2,0,0,0,12.91213895,112.455141,1447.711265
917,4,50,18414.04,1,0,2,0,1,3.679255472,142.485486,836.5749555
918,0,35,32399.51,0,1,0,1,0,10.34327947,162.471255,1224.604104
919,0,76,8716.12,1,1,1,0,0,5.451895614,159.964152,765.8624235
920,1,38,97592.52,1,0,0,1,1,12.81881129,194.958118,1553.013845
921,0,75,28704.22,0,0,0,0,0,8.277054038,149.944668,1320.132625
922,3,37,43995.62,0,0,0,1,0,14.31596419,182.460772,1642.394079
923,3,67,26659.08,1,2,0,0,0,5.259033624,204.949594,876.2446802
924,0,84,12571.62,0,1,1,0,1,14.44810037,120.003499,1424.117227
925,0,81,14623.21,1,1,1,0,1,4.245035615,164.985293,1083.381195
926,3,26,53713.12,1,2,0,1,0,4.035770971,172.503404,900.6921852
927,1,20,7598.57,1,0,0,0,1,6.434280902,277.651257,1482.558282
928,3,20,23773.72,1,0,0,0,0,5.425068599,275.133571,1386.2317
929,0,18,29810.9,0,0,0,0,1,2.729451922,152.510442,970.4333183
930,0,37,47683.58,0,1,2,0,1,5.134989649,184.971516,806.2451255
931,8,41,77396.38,0,2,0,0,0,6.979009919,227.475448,1258.30276
932,4,36,39770.82,1,2,0,0,0,4.816592997,184.967019,938.5556359
933,0,64,83953.98,0,2,0,0,1,3.861708438,129.977753,853.1123448
934,5,56,76785.63,1,1,1,1,0,11.58576976,275.119794,1706.688082
935,1,34,37860.53,0,1,0,0,1,1.740841699,194.958118,658.4234711
936,9,52,38119.34,0,2,0,0,0,10.50397242,139.99789,1375.909262
937,2,44,18073.86,0,1,0,0,1,4.906579535,115.002061,708.2981607
938,2,62,45860.11,0,0,0,0,0,15.90065569,192.440432,1729.48154
939,1,32,24499.96,1,0,0,0,0,1.276890621,139.965008,848.3285479
940,1,34,4493.49,1,1,1,0,0,5.915225146,182.443347,1302.621469
941,1,26,17649.89,1,0,1,1,0,2.646328849,159.964152,730.6968601
942,4,46,9035.25,1,0,2,0,0,13.7944302,139.934918,1965.419062
943,3,57,60251.75,1,2,0,0,1,1.550579619,177.65076,771.5712211
944,2,54,17773.11,1,0,0,0,0,10.03364243,210.105118,1830.93361
945,1,60,47573.47,1,1,0,1,0,14.63294721,172.44408,1486.699299
946,0,43,47529.47,1,1,0,0,0,7.380291282,117.472036,823.39436
947,10,20,59153.65,0,0,1,0,0,1.047382039,144.960655,641.845268
948,0,89,71934.85,1,0,0,0,1,2.371911572,210.12704,594.5451059
949,1,77,32149.05,0,2,1,0,0,4.905988692,192.470522,738.8929143
950,1,25,113086.55,0,3,1,0,1,2.253077812,150.006987,534.5843758
951,3,89,17714.64,1,0,0,0,0,1.59959844,169.937833,427.0934802
952,4,39,21128.1,1,0,0,0,1,27.46106977,222.649979,3069.566918
953,2,58,17104.94,1,0,1,0,0,1.457335487,200.118516,1072.481938
954,10,57,132139.98,1,2,0,0,0,17.34243942,255.137219,2389.270826
955,0,88,6953.72,1,0,0,0,1,9.759495559,190.12704,1663.694612
956,4,27,68776.91,0,1,0,0,0,16.66814552,117.485813,1887.894567
957,0,52,131500.47,1,1,1,0,0,16.66213522,220.132293,1943.761302
958,0,85,55859.65,0,2,0,0,1,14.38485335,142.468917,1794.480836
959,1,21,36226.45,0,1,0,1,0,1.443775322,142.471255,985.5778302
960,1,23,44520.0,1,1,0,0,0,9.349597147,275.133571,1589.339963
961,2,72,43738.55,0,0,0,0,1,4.945014197,162.482694,792.520824
962,0,37,10772.59,0,0,1,0,0,8.015401085,114.983787,793.2826057
963,2,31,55821.74,1,1,1,0,0,1.153881327,204.949594,580.0697389
964,3,29,88584.08,0,0,0,0,0,18.09905454,147.460067,1738.098524
965,1,80,6274.49,1,0,2,1,0,2.625315241,139.99789,474.5558784
966,1,23,7371.1,1,4,1,0,1,11.20984456,190.12704,2026.429158
967,1,70,20377.63,1,1,1,0,1,5.566520625,222.632554,1434.828418
968,4,41,20412.53,0,3,0,1,1,2.380500918,139.979239,754.4414431
969,1,44,47154.41,0,2,0,0,0,8.979360083,200.132293,1784.759356
970,0,33,49397.46,0,3,0,1,0,8.840888613,172.44408,1069.849043
971,4,19,38914.23,0,2,0,1,0,8.137267032,179.947583,1118.73994
972,8,34,186035.04,1,2,0,0,1,2.258852671,235.141716,1548.705967
973,0,72,37340.2,1,0,0,1,0,2.010811355,172.440432,863.4623731
974,1,43,22303.29,1,2,0,0,0,1.591333405,240.114868,708.9358044
975,0,23,7211.12,0,0,0,1,1,7.918062789,152.479779,1136.110777
976,1,20,58333.09,1,0,0,0,0,1.515452465,210.138,804.489391
977,0,56,46257.12,1,1,0,0,1,3.857300987,154.975543,1202.670117
978,3,69,94363.97,0,1,2,1,0,7.882710227,127.442069,1244.709018
979,0,60,15902.97,1,0,0,0,0,3.950587999,162.446995,1040.272445
980,3,88,11586.87,0,1,0,0,0,14.02849733,230.105118,1664.080114
981,2,23,29621.97,1,1,0,0,0,6.721823696,262.610632,1366.71852
982,10,82,29853.08,0,1,0,0,1,1.796688583,149.99153,600.0687482
983,2,82,30594.26,1,0,0,1,0,12.51401968,187.609354,1848.378413
984,2,69,19287.42,0,1,0,0,0,9.485268741,104.97808,1352.986244
985,4,31,48925.7,1,0,1,0,1,19.02547148,222.636202,2323.778584
986,2,24,13622.77,1,2,0,0,1,2.506101194,255.155493,1084.371719
987,9,41,4032.12,1,0,1,1,0,7.55918608,129.962093,1615.988955
988,2,63,23162.08,1,1,0,0,1,1.692982143,229.993134,643.5422493
989,0,38,25593.92,0,2,1,0,0,6.069124406,149.948316,732.3533606
990,1,58,45252.03,1,1,0,0,0,3.079467822,220.132293,841.9396981
991,2,37,18394.86,0,1,1,0,0,6.240783682,149.962093,939.1433243
992,1,56,64017.78,1,0,0,0,1,11.76491612,190.173699,1588.313232
993,3,34,10365.43,0,3,0,0,0,4.868716415,179.965581,791.8768514
994,3,74,109366.11,1,0,0,0,1,5.011675804,225.131966,1464.182884
995,0,38,47719.56,1,3,0,0,0,15.27829427,230.105118,1838.063609
996,3,19,41311.01,1,1,0,0,1,4.06047424,210.156274,1173.76564
997,4,81,29527.2,0,0,0,0,1,9.618627021,152.509013,1280.37995
998,7,65,59990.91,0,0,0,0,0,4.952763872,149.948316,767.8506996
999,0,48,48587.84,1,0,0,0,0,1.819217843,265.146969,816.9532955
1000,2,67,154718.85,1,0,0,0,0,16.62593689,242.61428,1919.29861
1001,3,44,6315.99,1,0,0,1,0,6.429025787,167.456419,800.3296612
1002,0,33,66392.52,0,1,1,0,1,5.31868521,190.159922,1070.978131
1003,1,70,16469.29,1,0,1,0,0,16.4659765,242.657291,2065.398671
1004,1,86,37938.69,1,1,0,0,1,9.188837964,132.479779,1477.960194
1005,1,79,15202.61,0,3,2,0,1,13.3771743,139.95684,1298.399804
1006,2,78,22880.13,1,2,2,1,0,5.688867768,207.609354,888.7604416
1007,3,70,71860.3,0,1,0,1,0,2.049006759,104.962874,433.121911
1008,0,63,33323.68,0,1,0,0,0,22.11524673,172.456745,2496.770215
1009,1,50,10181.73,0,2,0,0,0,6.524843094,124.964303,561.4934455
1010,1,80,35681.35,1,1,0,1,0,3.976063151,179.979358,587.1708313
1011,1,53,43506.03,0,2,1,0,0,24.64624542,137.439154,2278.858365
1012,3,46,60953.64,0,2,0,0,0,7.852675802,127.458638,1034.285556
1013,4,40,27475.94,1,1,0,0,0,6.745272795,210.105118,1668.961962
1014,0,64,59702.94,1,0,2,0,1,11.42508906,222.636202,1422.632058
1015,3,40,18203.4,0,0,0,0,1,3.328266165,172.510442,630.0568972
1016,2,72,117194.61,1,1,1,1,0,2.722310392,220.114868,1150.804118
1017,6,65,38166.25,0,1,0,0,0,9.907505405,117.485813,1223.869565
1018,0,49,3836.01,1,0,0,0,0,4.319159918,287.642733,1065.450757
1019,3,20,35426.36,0,0,0,1,1,11.34544436,140.00128,1761.711017
1020,0,84,126236.18,0,0,2,0,1,15.0349197,207.46728,1604.372091
1021,1,70,28797.05,1,3,0,1,0,18.39607984,124.960655,2035.86052
1022,1,86,43552.14,0,0,0,0,0,19.03625416,162.460772,2220.436194
1023,1,75,14508.23,0,1,0,0,0,8.846951024,157.483594,908.6839372
1024,7,41,25312.29,0,0,0,1,1,18.33393114,129.977753,2329.836404
1025,0,59,40787.88,0,3,0,0,0,18.29391747,172.47417,1714.188033
1026,0,89,77269.05,1,0,1,1,0,12.43358232,149.948316,1086.632821
1027,1,36,35357.64,1,1,1,0,0,4.303849456,182.446995,682.9095847
1028,1,71,9033.82,0,1,0,0,0,9.539729035,182.460772,1077.996673
1029,1,20,50934.88,0,1,0,0,1,6.339774346,132.466002,1333.027522
1030,5,62,20916.69,1,1,0,1,0,4.969645421,287.642733,1277.1051
1031,2,27,47114.13,0,0,0,0,1,5.376652863,162.497044,1312.896111
1032,0,38,14562.52,0,1,1,0,1,11.67460124,139.987503,1638.77523
1033,3,55,74091.67,0,0,1,0,0,24.71916223,179.965581,2267.242164
1034,0,51,55625.04,1,1,2,0,0,4.354733929,172.47417,680.5565136
1035,1,52,6904.02,0,0,0,0,1,10.11019941,82.496547,923.420908
1036,1,89,34434.44,0,0,0,0,0,14.69261964,124.960655,1587.826878
1037,0,84,14547.9,0,0,1,0,0,2.39088492,124.960655,565.4577938
1038,3,36,67235.07,0,1,0,0,1,2.606228436,129.99153,1097.505591
1039,5,32,48597.51,1,0,0,0,1,13.08606275,222.649979,1945.444997
1040,3,57,33823.17,1,1,1,0,1,3.644232332,255.141716,933.2803403
1041,1,41,58384.68,1,1,0,0,1,1.415346194,172.455519,500.7187258
1042,0,57,16921.75,0,1,0,0,0,15.1418246,127.458638,1503.123653
1043,1,84,20614.28,1,0,0,0,0,2.601455981,232.641455,721.8510774
1044,5,78,22247.54,1,0,0,0,0,14.5875554,182.460772,1674.078908
1045,4,40,36486.42,1,1,0,0,0,13.37654004,184.963371,2155.00052
1046,6,38,4109.71,0,1,0,1,1,4.486607929,187.484705,1088.786574
1047,0,19,86396.3,1,0,0,0,1,7.904120653,115.002061,892.0207872
1048,5,28,1443.16,0,0,1,0,1,2.017579009,142.485486,756.2815791
1049,0,74,17782.67,0,1,0,0,0,9.716257401,147.460067,811.3375327
1050,1,19,89527.4,0,1,0,0,0,18.05033087,92.455141,2020.504216
1051,2,64,5387.61,0,1,0,0,0,8.700517617,179.947583,955.7834668
1052,3,73,10842.41,1,1,0,0,1,7.25493599,270.160419,1808.366194
1053,0,22,30185.46,1,2,1,0,0,5.898536601,267.642733,1743.932853
1054,0,30,71322.77,0,1,0,1,0,4.929637705,92.488023,551.6881554
1055,0,85,25434.15,1,0,0,0,0,8.713385365,232.641455,1141.532192
1056,1,82,63225.56,1,0,1,0,0,13.0035986,172.487091,1480.891431
1057,0,18,28589.45,0,0,0,0,1,14.45990083,232.622804,1911.782207
1058,4,83,36472.91,0,1,0,0,0,5.837241927,79.978861,571.1030177
1059,5,69,91252.07,1,0,1,1,0,10.81815085,172.456745,1705.362101
1060,1,30,24600.9,0,2,1,0,0,4.764739683,182.460772,821.1684673
1061,2,74,60420.05,1,2,2,0,0,4.056889119,242.61428,913.521381
1062,0,27,44447.24,1,2,1,1,1,9.876537733,127.511223,1114.016493
1063,1,74,76994.63,0,1,2,1,0,1.018519598,160.01224,286.5451139
1064,0,66,33663.55,0,1,1,0,1,8.938308825,184.978458,1171.815364
1065,0,43,78661.45,1,1,1,0,0,4.187033385,157.469817,437.8833399
1066,1,32,31578.17,0,0,2,0,0,14.7804282,162.467607,2062.863163
1067,4,63,37747.34,0,2,0,0,1,15.24536909,210.12704,1857.751688
1068,3,62,56372.08,1,0,0,0,1,9.690818661,199.990219,1782.558347
1069,3,27,20372.35,0,2,0,0,0,4.218778557,144.960655,577.1451549
1070,3,36,15878.23,0,0,0,0,1,2.205915318,164.985293,1156.192762
1071,1,42,70711.36,1,1,0,0,0,11.18792763,245.146969,2001.502073
1072,4,44,7966.08,0,0,0,0,1,1.929621761,107.481989,789.5226439
1073,1,64,81748.07,1,1,0,1,1,16.64037206,142.468917,1996.643218
1074,3,73,19146.42,1,0,1,0,0,4.898445616,187.609354,1284.667114
1075,5,80,61256.3,1,3,0,0,0,3.218751358,242.628057,951.2972085
1076,0,43,74719.96,0,0,0,1,0,10.03360917,147.503078,1091.751973
1077,0,69,36934.53,0,3,0,0,0,8.853636698,102.474625,752.7262389
1078,6,74,51529.04,0,2,2,1,0,3.523994671,172.457857,765.3008585
1079,8,58,59195.65,1,0,0,0,1,9.473751367,217.483972,1477.859712
1080,1,21,28727.43,1,1,0,1,0,19.58895462,139.983006,2323.477681
1081,4,28,17101.08,0,2,0,0,1,10.19437082,129.959755,1756.819542
1082,9,26,13057.66,0,0,0,0,0,2.871446409,105.010962,676.0809142
1083,4,31,80892.92,0,0,0,0,0,7.292787239,117.487242,1281.533791
1084,2,52,13376.86,1,0,0,1,0,8.458121948,214.952509,1155.865056
1085,0,75,20840.13,0,0,1,0,0,17.48396291,202.443347,1671.835787
1086,1,47,27222.52,1,0,0,1,1,8.92504512,202.682861,1389.451264
1087,0,61,79189.23,1,1,1,0,0,11.24061076,255.119794,1882.523799
1088,8,38,11354.23,0,1,0,0,1,18.73450543,190.12704,2809.296787
1089,0,40,64088.93,1,2,0,0,1,6.681362911,202.649979,1653.999552
1090,1,51,25808.98,0,3,0,0,0,5.824620949,149.944668,1228.657511
1091,1,71,40548.91,1,0,0,1,0,18.97328429,182.467607,1912.109481
1092,0,76,96857.54,0,1,0,0,0,19.98393473,182.446995,1805.771781
1093,4,25,27775.18,0,1,0,0,0,17.41856593,192.470522,2026.989634
1094,0,83,9843.69,1,2,1,0,0,6.791270714,139.951231,1103.633086
1095,1,44,39504.22,0,2,0,1,1,7.172070851,144.988941,1407.682723
1096,7,50,162360.14,0,0,0,0,0,16.99923183,157.483594,1761.052193
1097,3,63,43677.84,0,1,1,1,1,8.960033031,184.985293,1207.593093
1098,4,88,14910.5,1,2,0,0,1,2.451256489,225.178625,910.9230162
1099,2,43,37952.49,1,0,0,1,0,13.76430574,210.105118,2172.681118
1100,1,61,31964.0,1,1,0,0,1,2.440923609,187.46728,1092.134853
1101,7,72,70461.04,0,0,0,0,1,8.279774899,142.500692,1571.814704
1102,1,33,28269.35,0,0,0,1,1,9.2766412,149.959755,1077.09525
1103,0,32,68188.8,0,0,0,0,0,6.435331488,124.97808,749.3268907
1104,5,43,25313.42,0,2,0,0,0,15.40849216,214.952509,1764.939141
1105,3,28,30567.39,0,0,0,0,1,13.46926706,152.455519,2006.076916
1106,3,65,57778.05,1,1,0,0,0,6.867358844,207.638588,1177.735155
1107,2,27,38465.4,1,1,0,0,0,7.522520984,149.97755,1021.026757
1108,0,21,20056.65,1,1,3,1,0,1.763317472,127.460067,746.9528584
1109,4,81,26031.22,1,2,1,0,0,4.611940238,159.965008,722.0878256
1110,2,39,11835.48,0,1,0,0,1,18.30915793,152.479779,1996.645842
1111,3,34,14595.56,1,2,1,0,1,11.45319603,119.95684,1763.355488
1112,0,29,46393.66,1,3,0,0,0,10.30304569,159.965581,1574.687531
1113,2,32,19439.54,1,1,1,0,0,5.901029789,139.951231,1259.468498
1114,0,41,16117.26,1,3,0,0,1,8.691329205,210.12704,1316.773005
1115,3,40,132334.77,0,0,0,0,0,17.56356483,240.114868,2136.125116
1116,0,21,70839.0,0,3,4,0,0,1.291871699,117.487242,699.4793992
1117,4,31,52852.51,1,2,0,0,0,3.638799298,242.628057,1115.58357
1118,0,31,11828.76,1,2,1,0,1,20.70165955,225.145743,2926.290256
1119,0,47,77774.13,0,1,0,0,0,1.214622014,114.997564,284.0777847
1120,8,31,5208.36,0,2,0,0,1,10.92511005,142.499263,1696.540148
1121,0,57,8085.85,0,3,1,0,1,3.147892285,82.496547,305.7666287
1122,3,78,66146.86,1,2,0,0,1,8.688984603,132.479779,1524.801731
1123,0,57,47757.95,1,2,1,0,1,1.456262249,184.961033,906.2735981
1124,1,28,21861.69,1,0,0,0,0,2.072317222,202.443347,676.2054121
1125,1,25,41446.86,0,1,0,0,0,3.475168025,159.965008,637.9068136
1126,1,23,22032.37,0,0,0,0,0,9.510993751,167.456419,1142.427499
1127,1,78,52729.59,0,2,0,0,1,22.16579367,114.972827,1825.985724
1128,1,39,31026.92,0,2,0,0,1,6.19002424,159.987503,803.3925622
1129,1,80,11252.3,0,3,0,0,0,9.067061096,160.01224,1008.639416
1130,1,31,97479.21,0,1,0,0,0,1.845003373,137.468388,507.6007948
1131,4,42,13288.17,0,1,1,0,1,3.12313921,194.988208,875.1196392
1132,0,70,37518.71,1,2,0,1,0,10.24058579,172.457857,1144.050351
1133,0,20,10245.51,1,0,0,0,0,1.491763776,220.161527,830.5471719
1134,5,41,10530.09,1,0,0,0,0,18.66406554,147.456419,2287.741972
1135,3,53,22898.91,1,1,1,0,0,8.721905501,252.637807,1407.12838
1136,0,75,30814.46,1,1,0,0,1,14.58313517,187.481057,2091.178584
1137,1,60,53777.29,0,0,0,1,0,4.255080878,137.483594,995.1098617
1138,2,27,44064.71,0,1,1,0,0,9.343807204,162.493654,1241.311162
1139,0,82,87315.7,1,0,1,0,0,4.153793775,242.610632,1267.731181
1140,8,56,30195.71,1,2,0,1,1,2.760208796,167.484705,1363.377334
1141,1,53,16937.26,1,1,0,0,1,1.583634587,267.664655,887.2448499
1142,2,81,30434.99,0,2,0,0,1,13.98469679,235.188375,1795.290082
1143,3,74,87428.18,1,0,0,0,1,3.072369855,169.974105,584.4226607
1144,1,52,19821.7,1,2,1,0,0,12.81011786,159.947583,1714.568513
1145,2,67,45546.55,0,2,1,0,1,8.417226873,95.005709,770.6307096
