,tenure
8896,64.25764
3454,8.977196
3609,10.92718
8157,65.79102
8765,64.88052
9677,54.17218
7572,57.10624
3909,5.21614
4028,16.96026
3931,13.10595
2332,8.970035
7302,63.63211
2262,19.98033
9260,58.20411
5781,60.82718
2595,9.063713
7200,49.40819
3593,14.75827
5216,69.31083
1030,4.969645421
7433,47.57047
7877,62.23238
8823,61.48122
8236,69.54041
5733,71.00745
5378,62.76753
7762,61.41766
1755,6.805071944
7355,66.43229
4161,5.131207
231,18.17247008
8104,59.9106
110,5.197446331
5457,39.01296
6708,67.65272
2514,8.973181
5961,61.77794
4279,11.32392
4720,4.685087
2917,21.06329
9390,67.95515
2992,2.080255
2317,16.56118
4847,9.525184
4292,19.56071
6991,59.79789
1515,5.68349814
216,11.94550648
9213,51.8548
9061,56.50636
8417,59.46147
2263,11.53977
5326,54.58835
6840,45.89028
8498,43.40615
6010,54.22687
893,3.317348927
1490,4.279464865
3003,5.944147
1850,7.399248624
5199,54.6947
6380,62.25247
324,11.74635394
1215,7.60247544
2899,12.23126
2933,9.417302
3658,2.353582
8678,43.49892
6673,48.19847
7972,62.71297
8586,67.20217
6169,56.53318
9724,57.99615
1129,9.067061096
8856,69.74686
2918,9.453234
3902,1.302103
7947,70.14056
9097,64.74166
3827,18.59752
4923,5.337342
208,4.648958177
3254,3.352593
2795,1.059865
5106,64.17623
9011,46.23456
798,12.55438733
9105,56.24334
734,7.599617029
2244,5.26283
178,2.976033785
5830,67.19295
7008,71.56031
1174,5.679317142
6642,61.96931
5848,71.39166
1831,11.76797971
7995,71.97382
9279,58.69465
7897,62.33818
8597,63.82538
8522,65.2372
198,3.756359276
7928,43.2029
7076,64.7835
9284,68.98754
1097,8.960033031
548,22.76986341
6908,54.03362
8229,57.72738
4706,4.219362
6912,55.64232
3369,10.3665
7583,39.71501
2532,8.457034
4055,12.51669
2314,21.08084
6653,64.89527
6885,44.34553
5937,58.27269
2815,4.99913
3437,6.89036
3880,6.358996
4157,3.850863
66,4.471254161
7866,70.33871
616,3.484000437
1118,20.70165955
3260,10.58401
3401,7.831837
3692,7.283366
937,4.906579535
6604,60.50578
2572,7.35817
7536,61.68428
6324,68.46135
622,6.143856241
1681,12.18544178
2126,8.275832
787,2.831804349
3332,8.442986
7236,70.45979
1092,19.98393473
9103,54.7709
5020,65.57643
9353,60.04586
5944,69.28827
3280,2.71724
8186,55.09556
2201,4.028152
1160,4.00803296
5581,70.73353
3592,14.60884
3952,3.08219
9691,66.37599
6247,48.16091
4153,12.63051
478,12.9401487
1352,2.108441505
4309,7.294292
5698,51.61804
2647,13.05373
8460,69.06894
8198,62.71338
7689,59.31818
9257,63.35816
2589,1.393262
1033,24.71916223
4686,11.5917
5011,66.44552
2598,7.617535
5819,62.24788
4608,4.768185
8470,60.04717
9040,70.39578
7450,63.71587
4671,3.063806
5583,63.28283
3717,12.75835
9327,64.01003
3928,6.611696
3617,5.855481
1425,4.544027018
9378,39.11075
2919,3.109148
3819,2.110607
1871,3.997019354
5487,59.51288
480,28.79864005
5972,49.60721
9600,59.89979
2888,18.58829
6686,64.71582
6315,59.48902
527,2.084396413
4129,2.847771
722,10.35063785
5120,64.37387
4722,2.680333
220,2.73951266
9188,48.82939
1935,10.19944078
344,2.656915117
8332,49.59222
9674,57.36298
4483,7.326372
9706,63.80541
8486,46.03183
9216,53.27554
6903,70.60477
9154,62.6237
5960,56.12583
7034,70.04427
6051,62.09662
2391,1.854011
7181,48.25936
4328,4.51753
6452,63.4041
1983,8.856546048
8246,70.14712
1554,12.63923748
4850,2.250238
9095,53.24081
9922,71.53609
7532,53.48518
6853,61.86502
4641,7.813168
2881,4.646695
1677,6.864219377
4885,8.423652
1964,13.59949293
901,5.261212465
7130,70.20428
3068,11.91973
2296,9.361841
6237,46.1155
5862,57.56205
296,14.86764776
8778,71.40954
57,6.732948946
7242,70.49801
4385,10.03914
2984,15.39419
27,1.392421597
4407,6.979961
9877,67.3665
2676,2.237975
8545,60.0122
5262,69.49734
5841,60.69462
7021,70.09961
3248,9.880576
5667,52.14985
3884,3.590398
7663,65.98685
295,8.134438503
3161,11.96395
2580,1.794202
3870,4.180338
9210,57.31788
4404,7.465071
6952,69.71587
648,6.90648504
1370,9.941798485
9855,62.91268
6992,70.79817
5532,58.52603
9620,59.7267
5708,55.69627
4209,1.070145
681,8.886453729
434,3.508974199
9309,59.03432
4824,11.99482
9761,70.40113
3159,3.769755
1489,11.32483244
2987,15.04337
812,5.786960464
1882,2.497790261
9267,67.00167
4936,9.060452
9935,70.50359
1940,3.637134041
3296,9.244926
3534,17.35639
4525,10.07469
3729,3.284958
7015,65.89807
1612,4.753020774
1181,13.34966275
1375,7.677039536
9224,61.85144
3946,11.38257
7210,71.79034
5211,69.16302
63,12.25062113
626,3.041138012
4421,15.1242
1669,3.810228199
2112,4.252913
5804,69.74139
9763,55.07277
4032,5.013991
6545,60.18695
7948,68.53399
84,2.257358355
9180,71.24132
1462,8.831489129
2283,5.219974
2887,12.69289
5834,65.3851
684,10.8040205
4469,4.419844
418,4.924623699
5228,67.97011
4253,13.99745
2709,1.500082
2357,2.225465
8059,62.4919
1366,3.187512279
6277,69.50311
3916,2.348003
293,5.201330266
2639,17.45182
9458,54.72683
1506,23.42878979
9037,38.14529
7393,62.95177
1634,11.67107144
2457,1.76478
9891,66.73836
5558,43.2487
9751,60.08453
2300,5.111421
4537,14.0669
2938,3.294082
1563,23.27091932
5689,60.34404
8658,71.63571
7517,46.77756
1979,14.7212152
1883,2.745220008
3803,7.481549
438,14.16961729
4635,4.254025
4528,4.18206
4332,5.111561
3573,12.90094
8741,62.4542
8911,52.20049
4817,8.171806
6435,66.12646
2986,9.349103
7838,65.31873
704,7.979145258
2280,4.582941
8734,59.53457
4147,5.65315
5412,44.69494
373,1.541545443
6405,64.78357
9223,65.67292
2585,15.2121
1332,9.652842643
9572,65.14504
5282,51.57289
9131,65.81421
8315,63.96787
9809,61.47977
1784,6.418130939
3182,6.815025
494,12.75071284
7363,59.9755
2860,8.36006
7929,48.36469
4041,14.9206
7178,57.62165
2897,14.72164
366,7.663625954
849,4.313377262
7440,58.79677
9454,50.26004
4301,25.46342
2653,25.10781
3503,1.740498
1541,1.897261446
4165,4.618962
8866,42.02106
322,14.6728104
2031,11.93639
813,19.70266217
8939,65.71805
9375,71.56684
1079,9.473751367
2226,10.36313
9136,58.4219
9531,52.38371
2705,2.199825
6824,68.21396
7556,61.88348
1164,26.16514147
3261,1.916489
4687,11.89464
1450,1.84918194
3862,9.643609
6103,61.28932
9215,66.94632
7120,59.11937
6398,47.17599
9588,66.56346
6214,54.03406
9645,68.95898
5336,58.7019
4056,6.811035
9511,62.28135
2999,3.000251
9024,68.49174
1231,15.32475177
1514,9.808669685
2313,7.367806
1451,9.07813252
5267,50.90386
6131,47.65726
8531,68.70194
6464,55.22194
838,9.073819276
9915,45.33085
8261,60.1501
6414,39.1168
8504,50.60009
3567,19.13997
9264,63.97683
3087,11.81544
8643,50.95377
1714,1.515290738
339,13.73012915
9563,53.94013
5942,67.71178
9869,41.72903
8102,68.4249
8488,61.35418
588,11.85998919
3365,7.869508
2670,15.06815
3589,2.840185
34,3.471329958
28,1.430386349
8553,64.5943
8117,64.62702
2170,5.582839
8377,52.56715
5620,65.90305
889,1.79772408
6489,62.81303
3322,7.348682
9396,49.72909
3514,9.068923
4420,3.059231
8351,65.52159
5361,54.10768
3733,7.488398
9463,48.50733
7081,66.82276
1654,14.5222363
5032,71.7083
223,2.581692044
8625,55.40614
6194,66.57674
1590,8.344516765
5982,63.18965
3256,7.988116
6680,62.83586
4770,7.660409
2181,6.074592
6803,69.86292
4913,4.301967
6786,64.56952
4789,19.48914
1209,1.374911824
421,3.238699239
8740,51.60705
1706,2.160066882
1158,19.16163631
2306,14.80965
273,11.77389421
171,13.88004531
3956,9.312768
6696,58.85612
3188,5.714934
8132,63.25754
4808,6.386027
8083,65.63224
1564,2.916144419
1782,4.106981469
843,5.130341596
9345,50.24277
4461,2.477662
904,11.58317216
5911,66.31056
9950,71.52099
9297,64.40902
1547,1.934171569
2080,4.969544
9881,49.27373
3985,6.833364
6389,50.30252
7579,60.53095
9245,52.68435
6567,43.76523
8206,68.69369
3820,11.62388
2646,16.93745
4454,6.203352
7159,68.40649
8221,55.04679
8596,58.85834
9589,65.00498
6071,57.38041
2155,1.319201
6712,61.76369
3715,4.087832
4057,12.35438
5952,56.63276
3102,8.33073
558,8.874920206
4610,7.364002
6978,65.93881
1436,20.96098587
507,13.04542381
1869,9.351000629
755,21.1875693
5419,66.09752
4050,4.557348
8089,68.22138
3836,22.11529
2118,11.53174
6152,65.79896
7808,71.24628
501,2.81822785
6259,50.62647
9743,44.01106
1539,5.156329151
6141,65.48954
1211,5.550110436
9122,37.52707
672,13.80323806
3377,5.624237
8783,40.53237
1464,6.390769574
1192,12.41932486
6984,66.76266
1872,2.231526082
3590,5.63355
6726,58.24766
505,2.649525158
8118,50.02645
506,18.76976086
9449,62.90578
7131,70.69395
4807,5.067354
7303,49.26265
1773,6.441555523
6854,68.16632
4906,21.19755
797,9.289517752
8785,51.36891
7070,69.71148
2829,2.185047
9319,51.426
8737,60.77384
312,9.183905417
746,4.303745101
3569,6.597395
790,6.509951549
2476,8.040278
9325,49.07593
2570,12.50419
5286,66.47928
5215,46.778
2163,9.951059
6577,61.32236
8449,41.67396
380,32.0730133
8508,60.1745
1292,2.447985699
1912,15.71428993
599,17.28022598
3892,9.882614
4141,2.414
1652,4.509329959
5224,53.09491
1893,18.7939759
1944,7.017918254
3395,9.074838
5479,63.59925
9769,65.03729
375,2.527681829
1966,10.98734966
3957,16.74968
7135,54.07728
7478,58.12362
4505,10.50995
9580,66.59987
5288,65.66869
1471,17.5841798
3346,4.060006
6253,51.98679
2853,9.546909
8988,61.36037
9775,71.97999
6459,67.61857
4062,6.979037
5863,70.00887
4306,7.633263
4877,1.40024
7249,70.09511
5273,43.3907
3990,2.758928
1049,9.716257401
6175,66.98487
6926,42.93159
7864,69.05044
2035,4.573172
4039,15.85633
6875,57.5331
9354,66.78251
1972,1.268992493
5072,68.22296
2099,10.48149
1499,13.31283015
9612,67.50401
652,5.260136013
170,15.50354683
4085,6.971251
242,2.861423443
5710,60.37442
6972,66.60157
2756,3.122125
6884,58.09125
5446,53.34625
2076,7.978289
4103,20.80434
9559,56.10936
7571,60.44201
9466,55.87308
4894,6.994401
6692,56.1122
8054,66.78484
5389,55.50904
9373,63.27923
8021,51.91699
8604,67.11925
4480,11.30633
8326,44.24001
4078,21.31617
640,19.95372925
1270,4.61174735
2778,14.62117
9497,55.81802
3861,2.017622
3480,18.08688
1534,11.48699577
325,5.954024226
2338,9.594746
3980,5.614935
6877,71.81157
4054,11.44954
2237,2.493434
7106,70.8569
9668,50.58015
4745,13.85859
864,3.414733275
6203,65.38502
5508,71.44192
7429,47.91529
371,8.498042024
6296,66.66711
5551,59.01535
5723,61.0588
5899,50.76733
9287,58.83899
7871,50.97055
2364,2.734057
3213,4.870047
911,2.368283285
9047,47.27475
9790,71.40639
7289,66.2968
9958,66.06887
6536,54.78319
9192,60.43193
1423,5.68109955
9807,70.52617
479,4.957713222
662,10.28281832
4476,5.892496
8982,51.88253
8077,70.68617
2988,7.066142
1119,1.214622014
2776,8.100668
9835,54.81081
5003,44.72802
6649,66.509
7254,66.54966
4427,7.457111
7431,67.04659
3981,8.475773
6351,63.72195
2893,12.47148
2669,7.896371
3977,3.932102
5259,56.90852
279,6.877942744
6730,45.34514
6104,68.15887
7020,70.60728
1694,8.758613325
8912,65.90545
3479,4.529842
4416,16.27572
7592,56.29735
6282,44.61375
5603,47.17819
8619,65.19543
7780,70.54929
4296,9.274687
4593,7.634806
4844,2.780924
2209,1.445549
7605,66.55543
5501,65.33592
184,5.104082209
4800,6.142753
4845,2.924951
2350,20.43277
553,10.40161068
1397,12.33304231
1384,1.67735795
9182,70.69994
9817,57.58191
297,5.548652108
443,7.262579715
7338,44.39952
2077,11.61721
7815,67.16748
2229,10.39421
2842,3.631024
2537,1.025579
8145,54.55457
9536,67.6308
6443,66.30503
3367,15.67732
4486,12.75395
2578,10.29048
1131,3.12313921
4818,25.76718
320,3.115945151
1371,15.26657624
4042,12.98383
9125,64.03187
5145,63.656
907,9.137809439
9426,43.40702
3950,7.022294
6145,57.50554
8886,63.39683
6695,57.50229
4977,6.62916
6092,67.1217
8408,64.08859
926,4.035770971
6143,71.73306
15,13.87001293
143,5.15825129
2363,14.80365
129,4.568682641
1161,14.41890198
7551,71.94498
6129,56.86301
4665,6.360959
5660,61.18403
6460,55.74968
1876,2.153167182
2488,18.8098
5327,52.71096
9361,70.17477
1182,9.045537332
6135,60.15262
6377,50.62544
1170,11.47456181
2182,16.04075
3371,11.32725
8040,67.86978
1859,20.40555252
4860,6.275924
9255,56.00686
8345,63.71082
7347,63.88775
4864,12.70321
9886,67.063
6388,64.31881
3121,2.072617
387,3.310281145
7785,63.86048
1032,11.67460124
7852,65.64436
5418,65.04247
931,6.979009919
4019,7.368353
691,2.72317525
5298,63.77494
6658,62.30892
829,8.654535873
3498,21.56869
2081,14.86711
9440,42.47836
44,8.798394712
3939,2.142469
5257,54.11264
8437,61.23692
4319,9.121337
2965,11.16749
3969,15.37432
1187,19.37622206
284,11.62258922
8873,71.21314
4159,2.026825
3092,6.184122
4556,13.23966
4584,5.933094
4323,21.72968
5504,61.38844
7074,61.51103
3364,6.907426
8025,66.98322
3195,5.998405
8810,69.31577
969,8.979360083
3734,10.07156
925,4.245035615
9496,43.01015
6451,70.71967
8797,67.53691
2851,11.40421
5180,71.57982
6723,62.20783
9322,71.26977
7810,58.13967
4471,8.157412
5168,58.67524
4348,2.582668
7903,52.0997
3626,7.565171
1789,3.312263064
8293,64.37488
2059,3.465896
4013,2.09057
1902,2.389328443
5573,52.98075
6925,58.76836
75,5.43464555
2345,14.95975
5484,43.77028
430,13.83290937
4586,13.45113
8099,39.70805
8457,62.99453
8156,56.82842
7893,55.58159
1553,1.45460211
240,20.35456039
783,5.84055678
3066,10.02202
977,3.857300987
2941,4.273105
5377,58.33561
4730,14.86565
1620,3.508552886
2146,2.301376
1801,7.775144828
2095,30.1778
6074,50.46332
5245,69.22588
1357,9.841085026
8063,64.51973
6050,63.88777
8368,50.3835
6017,63.5434
9931,62.94995
8769,71.13694
7503,50.7426
1609,11.21152941
3096,11.34636
9771,66.62554
2415,8.440774
2017,16.81532
6018,52.07024
4125,8.032262
9802,49.94733
3246,16.12056
124,7.992791229
6425,59.74092
5308,54.7128
7463,55.19347
9157,62.97217
3341,4.672744
598,14.57312339
2123,1.577215
9498,59.54373
7685,64.26648
7049,66.27571
9661,60.85274
2197,4.798977
4051,4.839337
6054,61.43691
3362,7.114816
6851,51.41461
725,9.820011726
4934,2.184299
978,7.882710227
808,9.162445307
9603,51.23358
1475,10.404813
5935,54.77909
9036,68.22677
7335,45.09367
3962,10.70081
6422,67.77528
4905,2.553094
1235,11.96148946
1225,4.526667855
8049,45.69588
9278,63.90696
8671,70.03095
5229,56.99989
6950,67.72095
3217,15.51348
287,11.38099891
5023,56.63931
2966,13.16571
3164,15.12639
6003,59.46448
8887,57.87473
1657,6.526670837
1975,12.57273206
2397,4.348554
452,1.914386255
8030,69.59294
4696,4.46492
3681,8.808902
422,6.437878909
9725,53.42526
657,7.29973843
3301,5.705684
6394,68.10386
2845,15.97096
8291,48.59906
7497,62.40518
1001,6.429025787
4198,5.102617
2418,6.364903
7482,65.02015
5706,63.06098
3847,10.42906
961,4.945014197
1580,11.44810825
5007,70.51996
2206,3.990716
6312,42.68533
9562,66.80152
4231,10.77389
757,3.196943016
2284,18.13802
6663,55.50261
4755,15.13225
8211,60.78096
807,8.360649713
6575,66.83431
7719,69.54666
1956,8.355760951
2445,1.652127
5875,50.77685
8163,57.43476
6138,58.41511
2402,5.792794
1073,16.64037206
6557,70.31796
4240,5.058557
8509,64.2498
2091,6.86392
4527,15.54856
7202,54.95441
6795,68.29079
7237,44.79742
7422,60.7303
6849,50.60484
6836,45.16032
1003,16.4659765
9099,70.87866
6562,66.72045
5614,60.81561
4651,8.542338
5313,54.53026
1485,14.38025496
7607,50.77358
1411,9.821119931
9303,60.36923
709,1.72479919
9806,65.54203
8042,68.36641
7211,71.39672
3076,10.52622
8314,60.70855
4101,5.623084
5114,58.16576
2722,4.448953
9359,67.12189
1268,13.28051861
2462,26.15019
5464,53.04753
268,7.425503428
3580,11.31189
5349,52.52919
7290,57.10479
5157,64.62378
6601,56.24277
2821,7.837878
5807,51.22671
589,3.113737885
5955,54.62225
5254,55.81582
6661,63.06198
7656,71.52133
8725,54.07581
6896,70.08722
7594,63.52797
2028,11.38469
6818,61.9089
677,5.506476096
5763,51.27317
1232,18.81607435
5296,47.77439
7103,63.22024
5034,64.9788
5452,42.31228
2432,5.802984
6319,66.65664
6119,57.54902
9158,62.6093
9953,49.80587
896,11.7391369
1611,4.448210386
6474,60.6238
7661,67.14449
7460,61.61486
3806,3.263347
8273,52.95508
9451,63.40014
4701,12.14985
3961,4.01663
5417,57.77873
890,6.471903209
4999,5.368306
7506,64.39242
7881,70.50302
5095,67.56096
6932,62.83882
9617,49.57035
2799,2.213342
584,14.08939653
3268,3.062161
3932,8.920338
1260,8.16762508
6205,69.80788
310,9.915959247
7789,55.13723
6458,69.21008
6206,56.73689
5882,46.55404
4668,14.07058
4298,14.55246
3783,10.13181
1008,22.11524673
8354,71.53791
2185,11.00764
3623,3.857792
7039,56.37072
4922,22.39748
9673,65.42546
7950,69.18745
6125,68.24302
4756,11.42868
5074,57.84605
90,2.188918771
5974,61.51035
6418,64.46737
8640,71.53607
8690,66.54637
2117,5.003409
2937,12.05316
6842,56.3245
983,12.51401968
7260,70.32865
9985,48.24454
2925,10.7668
6061,61.63974
3214,9.688639
6447,49.95803
6779,44.94292
7038,59.67012
5663,68.76753
627,15.37394197
8008,47.59384
5125,44.0309
4765,9.312734
8143,65.25094
9594,63.3179
1269,27.96096319
128,4.171044392
6112,64.16811
1711,3.663316236
7862,65.26459
4235,13.33556
5192,66.61075
2398,5.494536
5434,60.18407
6057,50.48601
9318,63.10868
1186,5.873359501
6013,60.52991
9793,62.25655
6014,49.22913
1977,14.51274009
9887,60.9855
4247,2.011058
7672,71.95713
915,15.42700763
1305,13.03099332
5455,52.00223
3049,17.29281
9521,71.23043
1273,12.60420397
8055,67.50379
2796,13.47613
1398,17.12047934
3358,9.873117
183,13.01107597
6867,71.3009
5695,65.60287
8835,71.05361
9626,62.38737
6170,63.67919
6987,55.6096
4567,2.804449
8955,51.53504
2656,6.652608
8309,64.46474
6857,59.003
1961,8.205103396
6383,49.26183
8853,71.75497
9973,64.61283
1251,2.163284177
3176,8.915226
7760,62.17828
5013,66.89524
9705,65.63324
6539,62.09112
3289,13.84669
6448,46.25154
8726,70.33975
7611,68.59473
6275,68.59602
6887,47.98669
1051,8.700517617
4069,4.736816
6022,54.35016
5552,58.60767
272,1.926789854
2042,11.71454
4763,10.89731
8997,71.76656
5204,63.74924
9509,53.28955
1086,8.92504512
8373,40.96005
7732,70.69978
7515,62.68348
6678,66.6997
4322,13.61148
6946,45.59554
7747,43.45813
6772,55.5206
5518,67.16512
5117,68.05033
6179,51.34296
4709,2.323179
8121,69.6864
5969,68.37603
6784,53.33926
3478,6.038648
8414,53.86603
3924,4.066843
1748,15.08846657
732,21.05353987
2553,1.500126
5458,55.26536
5873,71.0114
2662,11.46674
9398,62.2002
6455,68.78168
3113,20.51646
3303,14.56261
1344,9.62893496
1690,7.506056361
7180,58.8721
6499,66.38881
3308,4.95874
1504,16.24273454
1806,8.884543585
8469,70.63479
5369,50.58329
3791,27.84191
9520,66.89696
7329,59.49517
5909,58.09792
6825,70.39354
7263,71.83088
1848,1.360201959
4512,2.596868
2431,11.13625
4660,18.34508
8885,54.28949
5584,52.98033
142,3.303030246
8760,36.28161
9211,54.67414
5264,60.55602
3409,5.750643
1117,3.638799298
1756,7.712199324
497,10.77929667
8031,48.04631
870,2.086431077
3357,1.398734
912,9.651065829
721,4.800346852
2805,7.874579
9943,71.4959
886,15.16937697
9592,62.51438
6587,50.61987
8100,66.33852
1520,7.175063445
8689,56.78578
2746,16.57284
6700,51.58781
5775,65.70769
314,7.661226872
1799,9.273178876
327,1.407866545
5642,64.91322
4204,1.203982
3129,2.048055
6860,51.77963
9905,70.53117
3968,5.500175
5743,69.76805
6226,42.94126
1973,11.23691953
336,6.485034974
2764,1.201025
7660,68.41518
275,9.517703088
2985,17.25514
5646,65.21792
5849,63.07092
3477,5.481792
7558,62.23239
3558,14.74297
2809,11.71559
9113,71.86794
4861,10.18273
6586,55.00463
3416,21.37858
307,4.216732972
3908,11.00328
348,1.281566108
826,3.831221517
9501,65.44538
4482,11.17891
6576,63.097
3682,4.560311
5876,61.00152
8387,55.22442
2053,8.082833
71,3.7311787
5507,57.08448
8514,49.8063
7510,45.03753
8151,59.8036
1666,13.79138076
7861,57.55841
9159,69.82129
5688,37.5005
1445,5.414586898
5227,49.67201
6982,56.1721
1695,6.289468375
2892,10.76391
1574,2.722761372
3203,1.113741
4405,2.681114
1630,12.27728241
8380,70.01227
1881,5.731198479
8821,48.01685
6463,50.89196
848,7.161869147
9923,58.1358
6188,58.79896
5869,65.31603
2877,2.458795
186,8.08137067
3779,17.16447
1830,6.57513059
8325,67.02374
9241,57.95709
6378,44.59308
1234,9.417609509
6964,67.86091
3915,17.22292
446,16.48065356
844,6.588311936
8062,58.94262
5402,67.89759
2440,7.633753
3103,3.267702
8585,48.73343
6791,58.09117
5650,67.1766
1294,8.343625652
5079,61.98982
9016,62.86571
5067,64.09564
3442,2.526565
8451,61.13096
7273,61.39024
6105,56.95876
776,25.77611616
9716,62.42366
2153,21.61867
4920,2.919224
5360,39.7266
9735,61.90557
5957,70.28188
8411,60.16674
8432,64.91577
3183,9.363006
6792,51.01884
3199,14.71926
9369,51.87217
1289,3.124488057
4581,7.812114
6192,61.20259
8935,70.47803
7149,68.28597
9846,49.89893
4106,11.75829
4126,18.03946
8300,61.75393
3966,10.88054
1879,7.40216226
8496,66.89948
9299,70.50182
6348,46.08155
3587,2.317456
7372,64.22853
3865,1.481935
8487,53.24575
4131,6.63265
1036,14.69261964
636,2.684151079
6153,50.07284
4134,4.806626
5338,53.71087
1083,7.292787239
861,11.09808176
903,13.17849974
191,11.64983735
109,9.473091121
4455,8.867984
1942,8.721771003
5856,67.29466
4331,1.946824
8541,65.90337
2040,23.24675
7331,47.99026
7317,45.8143
7779,45.6406
4659,4.208515
7313,63.73496
2775,23.99384
4145,4.154665
2323,14.98386
762,11.48773622
2617,2.073632
2411,6.452058
1094,6.791270714
6173,47.98288
7048,64.43912
9272,62.44603
3135,8.718999
7787,66.03197
5040,70.47897
3805,14.56715
884,4.849677072
2654,10.32034
5921,60.97795
6187,45.50676
8085,42.01957
6742,65.66392
7626,68.04429
5680,39.13842
7007,59.18664
9686,71.44364
2202,26.74209
6107,64.54916
6417,61.19826
1262,7.537243981
8379,56.64692
975,7.918062789
5831,63.28078
4925,14.13869
941,2.646328849
4723,9.283599
2387,14.76922
9728,71.15468
5021,71.09621
4391,5.698156
5148,58.89846
3221,15.84051
3882,8.081693
9438,54.64972
6624,57.87826
5918,69.90151
2789,20.32585
944,10.03364243
8908,71.21292
1857,3.857491515
9080,62.84987
4108,10.15472
8513,43.02146
3255,9.93773
2690,6.183692
9512,68.20701
6961,66.47977
1319,7.771315315
8882,55.42799
9880,44.57688
5162,46.28759
5829,62.04916
7953,55.78075
5958,39.54414
9271,58.58794
3475,19.6617
3505,6.023347
4749,10.277
2477,6.453124
9490,57.92283
6615,43.20929
7413,62.32227
7586,56.90458
5344,65.49474
9863,67.16337
7111,47.87116
1874,4.992706522
8516,63.8887
5270,70.25821
5096,55.34066
2904,5.669803
570,10.81527088
1448,13.24581884
5964,52.70133
6242,63.32675
6347,67.95345
7874,55.10455
9816,59.13074
3226,2.339183
9744,57.1358
3978,2.473299
4383,22.98475
7856,66.36071
3539,9.543016
5682,60.23114
2827,8.259716
7658,64.1725
4996,7.989206
1338,2.978504665
3262,28.57082
6386,45.29142
7951,70.40235
650,20.75499393
2902,21.25517
2258,12.51454
7402,62.57813
3521,13.27794
2730,6.128314
5496,68.74532
4478,2.820837
1596,13.99605863
7066,55.78809
2584,11.59627
5441,69.53443
3196,3.052755
8523,48.70941
7682,42.34953
5376,53.92384
1258,8.255617012
5277,68.95234
991,6.240783682
3504,3.304515
113,17.88002366
919,5.451895614
2509,8.522053
9404,58.15209
165,12.63074989
5263,65.61044
4603,11.3031
949,4.905988692
4594,3.794574
5727,50.42623
3770,10.81182
2506,8.940085
5107,42.36505
2850,4.459993
6485,48.25953
5362,50.93618
7442,71.14876
4446,2.509742
4460,2.546083
9513,48.24148
2505,5.585004
1114,8.691329205
8397,63.04815
298,18.35541838
1675,8.397776839
3347,9.176772
2735,7.923777
7819,65.40232
4988,6.487239
9894,69.76674
5817,57.78109
4325,5.560793
6719,59.15773
8786,51.2129
4550,10.5771
8572,61.45615
7847,66.17677
2103,11.07943
5813,56.88725
9104,52.04568
7453,65.46719
1837,5.252073829
7902,67.58811
8318,37.05135
8723,63.45694
607,4.109952242
8374,59.48183
1093,17.41856593
6387,64.47686
6505,67.43143
8964,56.05193
4487,1.1518
160,2.600063739
203,14.17192333
7040,43.34462
5893,68.89551
4933,11.51972
2934,4.278907
7322,59.90148
2435,20.22191
1230,4.997365436
8675,60.47246
3046,12.00194
9654,66.969
8419,55.62538
7666,58.172
6407,66.3094
4251,18.9981
5577,59.86174
3293,7.266887
4034,25.43027
8112,53.89174
4290,7.518447
4334,1.347728
5931,56.83604
3877,3.115729
5428,60.91354
4753,6.971587
4886,6.739064
857,4.475652318
8233,51.22665
8375,69.53236
2561,10.45497
3801,18.76931
2640,3.82548
9663,59.78701
4490,21.72982
2347,16.25256
649,11.80191083
2781,14.36866
5652,48.08209
8543,70.56361
8677,49.91708
6433,58.7517
615,3.149071183
8448,71.97435
2575,1.311693
53,1.55278221
3340,18.62057
7037,43.15974
1705,16.37219797
9060,63.13788
9352,49.69121
1493,2.744401393
9963,58.47429
5632,56.9978
803,11.95255483
4953,19.39483
6933,68.56426
7104,66.37863
990,3.079467822
2774,6.021823
7470,51.83967
6419,61.9981
3513,5.73054
5478,59.27489
8400,59.14986
219,4.95598008
6969,65.36253
1288,17.3999197
3163,4.540275
4678,5.429608
2618,10.49402
3612,2.911327
43,18.55959629
8094,67.21909
8372,55.42229
3792,10.92044
3571,9.986555
9980,54.05623
1503,6.22226629
5556,51.17826
9830,66.39293
3439,14.00176
1892,7.039839728
9323,70.00933
5255,57.95857
1955,23.11577242
5167,51.4346
4814,7.888574
6264,55.70975
1505,17.64373477
670,5.261502169
8907,63.20833
7055,54.44532
897,13.00962018
6178,60.36546
2666,6.71156
3193,10.96818
2890,7.881289
7773,68.23146
2621,16.75789
6008,63.00351
5956,66.32483
2,15.75414408
2370,6.84336
7914,64.33331
1769,2.661325529
8506,66.03662
6025,63.47945
531,10.81997919
8724,62.83864
8649,55.88646
7873,62.91776
8890,48.42652
3120,6.693474
9022,44.46693
731,7.439569893
3406,7.348696
2339,3.199682
5967,47.22872
6580,52.29776
2565,9.817033
7726,67.50861
7820,64.58418
6713,59.10465
6995,70.8043
6942,52.27007
7794,59.36326
8975,56.71742
1255,14.96367107
2104,13.0511
6734,66.43277
9778,50.09011
6224,60.43351
9150,59.40499
4994,14.67731
8969,50.3804
6839,67.675
5057,60.56995
5846,69.09557
4434,4.023413
3484,27.44938
9493,55.74944
5318,58.42415
3816,3.895892
5729,52.65622
8903,51.59283
7840,40.73055
9889,71.7533
1621,11.30820237
9423,62.08608
6307,62.32241
9304,71.50974
8902,39.83368
